id,prediction
487dd970-35e7-4a7d-8bb6-e8fa98f574aa,Entailment
1cda1a1d-3ca1-4838-9054-bcab763bb5d0,Contradiction
9228fe22-ca97-4ca9-ad78-f8dba1ac27b0,Contradiction
aecd2958-c3b4-4d87-82f1-07add215b1e8,Contradiction
590f240e-7499-432e-aa3c-f54eda69ed46,Contradiction
561d1a70-6bd1-42f7-9e2a-73b9622a449c,Contradiction
1af4d0ac-d0f2-402a-8bdb-0e10c0823b0f,Contradiction
c8235719-3fd8-43e9-8ba6-d99393220240,Contradiction
837329c4-d046-4997-ad41-f230d3db7255,Entailment
e1040054-0fe6-4c92-be82-f2b5b79282a5,Entailment
282c18a2-64b1-47cf-8563-db8db40dadb6,Entailment
f4e0551c-44e9-44f1-9a50-c65075a51715,Contradiction
cbba3546-5b88-42d0-882d-024d5f267d97,Entailment
ea1d804d-bac9-4ebd-a6bd-0705c988927f,Contradiction
fdd9ccc8-95c0-48d9-bc4d-3ef7469dbb9a,Contradiction
17413685-69fd-453f-af49-29982a6c95b6,Contradiction
10292ba1-dd1f-4191-b534-331f39583181,Entailment
e78805f7-1b81-4cd9-a3c7-591886fd5d70,Contradiction
42857f32-4798-4767-a0c7-f74cdcab7a9b,Contradiction
9c2adaba-1ac9-4a7c-a710-14ac7d2056fd,Contradiction
af55082d-0ff1-419f-861f-80dbd05a9ade,Contradiction
3a0c092c-7e18-4108-ae66-552f7069831f,Contradiction
3a452f00-375b-48c4-96dd-48986c0c0064,Contradiction
c94158fd-10f5-4142-a361-5b346ff2c295,Contradiction
577c7755-64ae-4b78-bbe3-627cef6e3ece,Contradiction
5b94480e-aa25-491e-ae37-a2b2939eafaf,Contradiction
494a4094-5a05-4c7d-b7a7-60baeb210e5a,Entailment
5b13bca4-0354-4579-a868-d007bef0dbe1,Contradiction
623db2b4-6824-42e4-9ad6-39cf3bf14dab,Entailment
a793df3f-fa04-4d48-a2c6-006589d52e84,Entailment
75961bc5-20b9-4161-83e0-a59429ce18e9,Contradiction
d94a09b9-8201-43f3-9b27-cab0bc473af0,Contradiction
6920329b-7559-415e-9346-c06909526421,Entailment
85d61aaf-5255-4203-9ccf-f9c3da7a352e,Contradiction
22384b11-eb42-42da-86b3-dfed559ebb77,Entailment
0c73bdd4-7244-433c-8b5e-bf335f21701c,Contradiction
b9b156ee-526a-49ac-aa99-78f02a24dbaf,Contradiction
3974c3ec-d3b5-4313-ae4b-4332ee5865ab,Contradiction
b358fb9c-1152-4e1a-88eb-743e965d58fc,Entailment
06b8d395-0fe7-4206-b118-5e478779cce0,Contradiction
a911fcee-0621-4f06-a511-b8323ab8440c,Entailment
68f673a5-6ddf-487a-ad88-4903d92e1746,Entailment
93bb8a0e-e84c-4730-b559-22d912103993,Contradiction
0d7d2408-c51f-4b3a-a47f-6f0ee8dedacc,Entailment
102bbdcd-14ea-4dd5-a0bb-4cea343bb6ed,Entailment
559c1faa-17b6-42c7-9f63-0cd58df39bfa,Contradiction
fa586070-5821-4a70-9812-9d7c6e5df330,Contradiction
8b9a4f04-25f6-45d2-a4fe-52e5bd3d22de,Contradiction
24e7fb4c-e279-4b61-8c7f-6dc6a09e8d55,Contradiction
851e1a1b-0b8e-4aef-a7e3-f06c036fe537,Contradiction
b25a8f34-96ce-4ea1-a140-bf5b0ffe7f52,Entailment
9e3cf2a2-6713-4d07-adde-e334b49ca6ec,Contradiction
4493c1ed-668a-44d4-9b3e-767f597d4fa8,Contradiction
b9074beb-a639-46ba-966b-b0db266efffc,Entailment
017ff04d-5509-4f54-863c-10201351e15d,Contradiction
cd250e97-c2b4-48cd-bcbe-55ea06fa9662,Entailment
a1a3cda8-7324-4270-aaf9-51ad1b40be07,Entailment
25551d37-108d-497a-8e75-825d8d707190,Contradiction
bc7b62ad-797e-419e-b5f9-888117aedf6b,Contradiction
5261c924-d9ef-43ed-8f2a-6c5b1552cc62,Entailment
b5e896cf-e971-4fac-8dc6-a19e2c2d0a72,Contradiction
2bf9e0d9-1195-4c03-b2bc-d491ff1cd174,Contradiction
1bf99d45-84a7-41cb-8263-d1ccb489bc66,Entailment
adfed785-8da6-4bf4-836f-2dfadf0510b6,Contradiction
523d79a3-ee67-4b2a-a1cb-20ed4ed45dc6,Contradiction
2a0b1a83-299d-404d-96e5-67ee65173dde,Entailment
25cbaa44-4715-417b-9bd0-12fef06053b8,Entailment
0f31bc6a-a228-49c2-afff-4177ef850272,Contradiction
bf3034ec-679a-42d1-9d24-69b51c602233,Contradiction
fbde81ad-0d06-4d2a-8baa-eb5eace1b3ec,Entailment
5e6797ef-370c-4b35-9e1d-37e694b538a6,Contradiction
28a88ea8-4cea-404c-9ad7-cb1be9c19d7f,Entailment
59a0bff2-c254-45f1-a6ae-2d847777db94,Contradiction
